البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
319	1001348	aldacton 100mg 10 tab اصلي اوربي					0					11000	
320	8470007029694	Aldacton 25mg tab Pfizer اوربي					2					3500	
321	2801265401018	Aldacton 25mg tab Pfizer يوناني					2					3500	
322	4019338600468	ALDARA 5% CREAM MEDA		IMIQUIMOD	باكيت	1	12	12	شريط	4616	4582	5500	55397
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
323	6133232000426	ALDOMET 250MG TAB ASPEN		METHYLDOPA	باكيت		3		شريط	3293	3396	4000	
324	5285003470042	aldomet 250mg tab لبناني					3					4000	
325	5342262023577	ALDOMETZOLNE 250 sdi				3	3	8		1069	1012	1500	8555
326	100678020062	aldosam 250mg tab SDI / sh			باكيت	0	50	15	شريط	1222	1335	1500	18324
327	6251599000115	Alendomax 70mg tab				9	0	4	باكيت	13294	13294	16500	53177
328	5060149311769	alendronic acid 70mg tab accord					0					13000	
329	5600874962609	alerbix 20 tab labprtorios /sh				4	2	8		7546	7496	9500	60366
330	6251651000589	Alerdain syrup					0					2000	
331	10002795100840100000	alermiden syrup dij/sh				12	0	2		924	924	1000	1848
332	6291100081059	ALFACORT CREAM JULPHAR / sh		HYDROCORTISONE 1%		57	0	14	عصارة	2818	2041	4000	39458
333	6291100081066	ALFACORT OINT JULPHAR/sh		HYDROCORTISONE 1%		31	0	15	عصارة	2986	2962	4000	44798
334	1001303	ALFA-CURE 0.25Mg MS-PHARMA					3					3000	
335	1001302	alfa-cure 1.0 Mg cap MS-PHARMA					3					5000	
336	5024187804409	Alfamax-D tab					2					18500	
337	6251653160007	ALFA-porosis 70mg united				3	0	2	باكيت	14088	14248	16000	28175
338	642135567777	Alfonze 20 amp				2	10	17		893	768	2000	15187
339	10002795100840100000	ALGESC dijlah tab / sh				34	0	1		730	730	1000	730
340		ALGESIC SDI				55	0	14		586	565	1000	8207
341	10002795100840100000	algesic SDI				20	0	19	شريط	595	598	1000	11313
342	1001215	algesic tab SDI /sh				12	0			32100	32100	1000	
343	6954971890273	algo water glass /sh				3	0	3		3889	3889	5000	11667
344	5425013000017	alhydran 30ml cream					0					13000	
345	5944732004446	Alinan happy drink					10					750	
346	6251106800719	Alivio nasal spray mometasone				6	0	1		8778	8778	12000	8778
347	750122826063	aljoud 5l alcohol				2	0	1		12250	12250	15000	12250
348	6221000011597	Alkapress Trio 5/160/12.5				1	2	2		2743	2743	3750	5486
349	5060288390571	ALL ZINC				2	0			11990	11990	15000	
350	10002795100840100000	allair			باكيت	1	3	3		3415	3415	14000	10246
351	8906045943055	Allefex 120mg					0			1785	1785	3000	
352	8906045943062	allefex 180mg				7	0			1926	1895	4000	
353	8683411849530	Allerazin 10mg				4	3	11		776	633	1000	8532
354	8901302097748	ALLERCET 10 MG TAB MICRO		CETRIZINE	باكيت	0	3	1	شريط	451	458	1000	451
355	6211247043383	Allergal ampul					5					1000	
356	6211147142056	ALLERGECIT 5 MG ASIA				0	2	1		1821	1808	2500	1821
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
357	4019338602196	Allergodil 0.14mg 10ml Sol Nasal Spray				2	0	2		13908	13908	17000	27816
358	4019338603117	Allergodil 0.5mg/1ml eye drop meda /sh				11	0	6		10893	10863	14250	65356
359	2802005701016	Allergotin eye drop Cooper /sh				11	0			3292	3292	4500	
360	100155	ALLERMIN SYR اسوار				10	0	9		925	925	1500	8325
361	300860040025	allermin syrup sdi /sh				154	0	71	شراب	490	963	1500	34787
362	100860040090	allermine 25mg tab sdi /sh				51	50	2567		17	206	500	42682
363		allermine TAB SDI				130	0	39		170	179	500	6642
364	100125	allermine tab دبي					0	42		209	179	500	8796
365	96402	allerout					0					2500	
366	96401	allerout syr					0					2500	
367		allerout syr samaalfayha					0					2500	
368	6251651000015	allerout syrup sama alfayhaa				2	0	2		1056	1056	2500	2112
369	8699527093569	allerset 10mg				25	0	2		1975	1975	2750	3950
370	8697927020055	alles 600mg netec nac				0	2	1		7475	7502	9000	7475
371	4030538567504	allga san rubbing gel /sh				22	0	4		16547	15710	19000	66189
372	8006659898977	Allpain Emulgel					0					20000	
373	8906063982081	allphenicol eye drop					0			953	953	1500	
374	5290931000490	ALMIRAL AMP medochemie / sh			قطعة		10		باكيت	658	658	1000	
375	6253809160442	ALOderm plus/sh gel				1	0			8278	8278	10000	
376	5060120176219	aloe vera				1	0			2400	2400	4000	
377	5280270020051	ALoe vera 99%				3	0			1768	2197	5000	
378	6942349738487	ALoe vera GEL				2	0			1635	1635	3000	
379	8800261260579	aloe vera gel korea				2	0			4000	4000	6000	
380	6924832251208	aloe vera tree city gel				2	0			2161	2161	4000	
381	8901111057452	alopatine				1	0	1		3820	3820	5000	3820
382	4008666214232	Alpecin c1 375 ml				3	0	2		15190	15190	18000	30380
383	4008666222770	alpecin c1 شامبو 250 مل				35	0	2		11385	11582	13000	22770
384	4008666222787	alpecin caffeine liquid 200ml				24	0	10		14282	14400	18000	142822
385		alpecin caffeine shampoo c1 250 ml /sh				58	0	1		9125	9400	13000	9125
386	4008666207944	ALPECIN caffeine shampoo/sh				80	0			13012	13460	15000	
387	4008666222794	alpecin DF shampoo				1	0			16470	16470	22000	
388	4008666210609	alpecin double effect shampoo /sh				38	0	8		14310	14650	20000	114481
389	4008666218285	alpecin hybrid shampoo				1	0			11868	11868	15000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
390		ALPECIN LIQUID/CAFFEINE					0			12500	12500	15000	
391	4008666217707	alpecin sport caffeine shampoo/sh				6	0	2		12564	12564	15750	25128
392	4008666222220	ALPECIN white edition				2	0			14500	14500	20000	
393	8681116602948	alpha baby care 750ml غسول رضاعة				2	0			3488	3488	5000	
394	8681116644306	ALPHA CLODY محلول بسمار				8	0			1750	1750	3000	
395	8681116645204	alpha lido plus				10	0	4		1974	1950	3000	7896
396	47469003128	Alpha lipoic Acid 300mg 50 cap Natrol					0					21000	
397	47469044725	ALPHA LIPOIC ACID 600MG 50 CAP NATROL					0					24000	
398	733739030467	alpha lipoic acid 600mg now/sh				6	0	1	علبة	39000	39000	45000	39000
399	8689856647816	alpha pharma سفراتول شاش				1	0			2250	2250	4000	
400	6285095006579	Alpha Plus Brightening cream				1	0			14715	14715	20000	
401	8681116612398	ALPHA SELENIUM SHAMPOO				1	0			3263	3263	5000	
402	8681116630682	alpha كحول اماراتي كبير				33	0			3368	3364	5000	
403	8901111718117	ALPHABETA 12.5MG TAB					2					1000	
404		ALPHABETA 6.25MG			باكيت		2		شريط	575	575	750	
405	8901111069127	ALPHABETA 6.25MG AJANTA			باكيت	0	2	1	شريط	581	581	750	581
406	8470006537343	Alphagan eye drop					0					10000	
407	4897000500540	Alphagan P eye drop					0					16000	
408	707359130463	alpha-lipoic acid 600 protocol 60 caps				1	0	1		18245	36490	45000	18245
409		alpha-lipoic acid 600mg 60cap/sh				5	0	4		34485	34485	40000	137940
410	6223005443441	alphanova eye solution 5ml					0					12000	
411	5600360013471	ALPRAZOLAM 0.5MG ATRAL / sh			شريط	0	6	1	باكيت	1390	1433	2000	1390
412	5600360013464	Alprazolam Pazolam 0.25mg tab atral / sh			شريط	0	6	1	باكيت	1135	1145	1500	1135
413	8699680090481	ALRINAST 5mg					2			1806	1806	2000	
414	https://new.kmcakrg.org/KMCASticker?id=1191910	ALTIAZEM 60 TAB MENARINI		DILTIAZEM	باكيت	0	2	1	شريط	3753	3753	4500	3753
415	100182	ALTIAZEM 60MG TAB					2			3753	3753	4500	
416	5024187857313	Alverin Plus tab					2					5000	
417	8699514150183	alyse 75mg 14 cap					0					11500	
418	6221032115270	ALZENTAL 200mg tab Epico /sh				71	0	5		769	770	1000	3843
419	6221032222473	ALZENTAL SUSP EIPICO					0					2000	
420	10002795100840100000	alziebaq سرنجات 5 cc / sh				4	100	400		40	40	250	16000
421	8901175060627	alzyl 500 mg tab /SH				26	0			1909	1909	2500	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
422	8901111571118	Amaday-10mg tab ajanta /sh				34	2	68		516	516	750	35106
423	8901111474112	Amaday-5mg tab ajanta/sh				10	2	20		495	495	750	9895
424	6251653400004	amaryl 1mg 30 tab sanofi					0					10000	
425	3582910079040	AMARYL 1MG SANOFI /sh		GLIMEPIRIDE	شريط	8	1	8	شريط	6140	6145	8000	49119
426	3582910071051	AMARYL 2\500 MG SANOFI /sh			باكيت	14	3	41	شريط	3344	3343	4500	137114
427	3582910078951	AMARYL 2MG SANOFI /sh		GLIMEPIRIDE	باكيت	4	2	8	شريط	4720	2507	6750	37761
428	6251653400103	AMARYL 2MG TAB SANOFI //					2					7000	
429	3582910079002	AMARYL 3MG SANOFI /sh		GLIMEPIRIDE	باكيت	10	2	20	شريط	5318	5318	6750	106364
430	6251653400202	AMARYL 3MG TAB //					2					9000	
431	3582910079026	AMARYL 4MG SANOFI /sh		GLIMEPIRIDE	باكيت	14	2	29	شريط	6545	6544	8250	189794
432	6251653400301	AMARYL 4MG TAB SANOFI //					2					10000	
433	010358291003547317220731109u00121127224f8cr6d19	AMARYL 6MG TAB SANOFI اصلي					2					12000	
434	3760095253282	AMC SEBIONEX/SH				49	0	10		7304	10500	15000	73040
435	8717825970099	Amedial Plus 30Sachets			كيس	1	30	30		1550	1550	2000	46500
436	8683498330150	AMERAZOLE DR 20MG			باكيت		4		شريط	2192	2192	2500	
437	5290931012448	Amesol 500mg 7 tab Medochemie /sh				3	0			8779	8779	11500	
438	5997932300009	Amgesic 10 sachet					10					1250	
439	1001607717	Amicasil 100mg/2ml vial					0					4000	
440	1001607852	amicasil 500mg vial					0					4000	
441	6221060008964	amigraine adco tab مصري					3					2500	
442	6221032312266	Amikacin 100mg amp ابيكو					0			1399	1399	2000	
443	3800501091142	AMIKACIN 500 vial				11	0			1678	1782	3000	
444	10002795100840100000	Amikacin 500mg 1 vial vianex /sh				5	0			3291	3291	4500	
445	6221032312297	amikacin 500mg injection Eipico				7	0	3		2171	2179	3000	6513
446	8435232335118	AMIKACIN 500MG normon				1	0			3409	3426	6000	
447	8901111002797	Amikacin 500mg vial ajanta					0					2000	
448	5032845915053	Amikacin COX 500mg vial					0					3500	
449	8684051918525	AMIKACIN SULFATE AMP			باكيت	1	10	13	فيال	1505	1475	2500	19565
450	10002795100840100000	amikacin/vianex 500 mg/2ml				1	0	1		3291	3291	5500	3291
451	1001498	Amikan 500mg vial يوناني				6	0			3291	3291	3500	
452	10002795100840100000	Amikaver500mg/2ml /sh			قطعة	5	5	23		1479	1479	2000	34017
453	8699502770607	Amikozit 100/2ml vial					0					3000	
454	8699502770409	amikozit 500/2ml vial					0					2500	
455		amilogaran 5mg cap					3					2500	
456	6210752010101	Aminocaprol tab					2					2000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
457	8906041843465	Aminophyllin BP 250MG/10ML amp					5					1500	
458	6251065011324	Aminor tab hikma					0					6000	
459	6251875002192	amiocord 200 tab				5	3	15		1853	1795	2500	27791
460	100171230099	amiswiss 500mg inj amikacin					0					3000	
461	5055565789049	AMITRIPTYLIN 10 ACTAVIS				2	2	3		1262	1262	1750	3788
462	5012617009289	Amitriptyline 10 mg				0	2	1		1620	1625	2000	1620
463	5055565789025	AMITRIPTYLINE 25 TAB /sh		AMITRIPTYLINE	باكيت	4	2	8	شريط	1411	1405	2000	11287
464	1001103	AMITRON 500MG IV IM VIAL اسباني					10			1898	1898	2000	
465	10002795100840100000	AMK قطن مكياج /SH				9	0	4		1165	1165	3000	4660
466	316864000279	AMLACTIN CREAM 340G					0					42000	
467	316864000231	AMLACTIN LOTION 225G					0			30000	30000	36000	
468	4260108282999	Amlo Tad 10mg tab Tad pharma /sh				2	2	5		2480	2480	3250	12400
469	4260108281572	amlo tad 5mg					2			2870	2870	3000	
470	4260108283002	Amlo Tad 5mg tab Tad Pharma /sh				4	2	7		1854	1854	2500	12981
471	4031571051197	AMLO-DENK 10mg				3	5	14		2107	2107	4500	29492
472	4031571069505	Amlo-Denk 5 mg tablet					0					15000	
473	4031571051166	AMLO-DENK 5mg				2	5	12		1619	1620	3500	19433
474	5055565789278	AMLODIPINE 10MG TAB ACCORD /sh					2			2985	2985	4000	
475	5060013942280	Amlodipine 10mg tab Bristol					2					3000	
476	5055565789261	amlodipine 5mg accord /sh			باكيت	4	2	8	شريط	2859	2896	3750	22869
477	5060013942273	Amlodipine 5mg tab Bristle					2					2500	
478	10002433	Amlogaran 10mg cap Biogaran /sh			شريط	-1	3	-3	باكيت	1679	2020	3000	-5038
479	10002435	Amlogaran 5mg cap Biogaran /sh			شريط	2	3	5		2089	2020	3000	10447
480		amlogran 10 cap					3			1800	1800	2000	
481		amlogran 5 cap				0	3	-1		1800	1800	2000	-1800
482	8901302053904	AMLONG 10MG MICRO / sh			باكيت	6	2	12	شريط	557	715	500	6687
483	8901302051115	amlong 5mg micro / sh			باكيت	1	2	2	شريط	614	618	500	1229
484	6251065033005	AMOCLAN BID 1G TAB HIKMA					0					10000	
485	6251065015391	AMOCLAN BID 457mg susp. HIKMA					0					7000	
486	6251065019412	Amoclan BID 642mg susp. hikma				1	0			10973	10973	14500	
487	8699525092472	Amoklavin-BID 1000mg DEVA /sh				1	2	2		3028	3028	4000	6056
488	8699525282507	Amoklavin-BID 457mg susp / sh				5	0	1		5175	5157	6750	5175
489	8699525092465	Amoklavin-BID 625MG TAB DEVA / sh				2	2	3		2087	2085	3000	6261
490	4260122412471	Amol-B 5mg tablet T&D					3					3500	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
491	10002795100840100000	amoor bicarbonate sodium powder / sh			قطعة		12		باكيت	162	171	500	
492		AMOOR ساليلسك باودر					0			3306	3306	6000	
493	9780201379662	amox cv 625mg tab				6	0			2701	3100	4500	
494	5394127	Amoxicilina+ acido clavulanico 875+125mg tab basi					2					3500	
495	100171230068	Amoxicillin & clavulanate 1000mg tab medreich / sh					2			3072	3072	4000	
496	7649991224113	amoxicillin &clavulanate 1000mg tab صيني					0					5000	
497	6921875012124	amoxicillin 1g newbury				4	0	4		2078	2162	3500	8311
498	5391510260349	amoxicillin 500 athlone/sh				2	2	3		1756	1756	2500	5268
499	5060149313336	Amoxicillin 500mg 21 capsules Accord					0					4000	
500	5060124640822	Amoxicillin 500mg 21cap Brown & Berk					0					3000	
501	5060013940217	amoxicillin 500mg cap Bristol					0					4000	
502	10002795100840100000	amoxicillin mdi 250 syrup				3	0			1122	1122	3000	
503	8435232317558	Amoxicillin Normon 500mg cap					2					2500	
504	6921875050348	AMOXICILLIN SODIUM 0.5 INJECTION				8	0	4		1281	980	3000	5123
505	8684051918372	amoxicillin sodium 10vials			باكيت	1	10	12	ابرة	919	747	2000	11027
506	10002795100840100000	Amoxicillin-MDI 250mg Syrup /sh				5	0	2		1194	1230	3000	2388
507	7640125895605	Amoxidin plus 1 gm tab					2					5000	
508	7640125895711	Amoxidin Plus 625mg tab					4					3000	
509	6957855102790	amoxillin-500mg vial weiqida / sh				1	10	9		972	972	2000	8748
510	1001216	AMOXYCILLIN 250MG CAP SDI					0					1000	
511	100195	AMOXYCILLIN 500MG CAP SDI					0					1500	
512	800975010130	amoxyilin 250 susp pedi SDI / sh				27	0	2		1454	1550	2000	2907
513	6221075000052	AMRIZOLE SUPP 500mg amriya/sh				35	0			1646	1646	3000	
514	8964003535063	amtas 10mg + 80mg getz /sh			شريط	0	4	1	شريط	8631	4769	5500	8631
515	8964003535070	amtas 5mg + 80mg					4		شريط	16152	16152	5000	
516	6251107002013	AMURETIC TAB دار الدواء			باكيت	1	2	2	باكيت	1209	1098	1500	2418
517	4031571071959	Amva Denk 10/160mg tab					4					5500	
518	4031571071942	Amva Denk 5/160mg tab					4					5000	
519	6251604003483	anaflam sachets				1	9	7		206	412	500	1440
520	1001607694	Anafrani Retard 75mg tab					2					8000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
521	1001607960	anafranil 10mg 30tab					3					3500	
522	8699529120027	Anafranil 25mg tab /				1	3	3		3833	3833	3000	11500
523	4750997000410	ANAFRANIL 25MG TAB NOVARTIS					3					3000	
524	6212145011849	ANAFRANIL 25MG TAB NOVARTIS امتياز سوري					2					4000	
525	6223002642045	ANAFRANIL 25MG TAB NOVARTIS امتياز مصري					3					2000	
526	8699529030036	Anafranil SR 75mg tab &&					2					4500	
527	6217335055719	ANALGESIC MAX					2			3360	3360	3000	
528	6251586008001	ANAPRIL 10MG TAB alquds				2	3	6		1316	1316	2000	7894
529	6251586009008	ANAPRIL 20MG Tab AL-QUDS /sh			شريط	4	3	12	باكيت	1386	1392	2000	16628
530	6251586007004	ANAPRIL 5MG Tab AL-QUDS /sh			شريط	2	3	7		1162	1149	2000	8136
531	6260722802755	anarant سائل عدسات				13	0	2		2114	2145	4000	4228
532	1001356	Androcur 10mg 15tablet Bayer					0					24000	
533	9415007023937	Anelene حليب انيلين 900غم					0					17000	
534	6251653060208	ANGINET 160MG UNITED /sh			باكيت	-4	3	-11	شريط	3090	3292	4000	-33990
535	6251653060109	ANGINET 80 United /sh				2	3	6		2172	2487	3250	13030
536	8433042002169	ANGINOVAG SPRAY 10ML FERRER / sh				110	0	5	بخاخ	7891	8083	10750	39454
537	6251107425379	Angiosar 160/10mg tab dar aldawa /sh				9	3	28		4979	4772	6000	139419
538	6251107425362	Angiosar 160/5 mg tab Dar Al-dawa /sh				2	3	7		4772	4772	6000	33404
539	6251107425034	Angiosar plus 160/10/12.5mg tab Dar Al-Dawa /sh			شريط	8	3	25		5339	4772	6000	133474
540	6251107425065	Angiosar plus 160/5/25mg tab Dar Al-Dawa /sh				14	3	42		5259	5045	6250	220875
541	6251107425058	angiosar -plus 160mg/5mg/12.5mg tab Dar Al-dawa /sh				4	3	13		5062	4772	6250	65806
542	4262422540106	ANGIOVAL 160/12.5MG				3	3	8		4622	4602	6000	36978
543	4262422540090	ANGIOVAL 160MG tab				1	3	4		4634	4634	6000	18538
544	4262422540083	angioval 80 mg / sh				1	3	3		3548	3548	4000	10644
545	4262422540113	angioval h 160\25				2	3	6	شريط	4865	4865	5750	29190
546	8901302097151	ANGIZAAR H TAB MICRO /sh			باكيت	10	3	29	شريط	2167	2165	3000	62853
547	8720589502000	Angizal spray					0						
548	8901302098271	ANGIZAR 50MG TAB MICRO /sh		LOSARTAN	باكيت	7	3	21	شريط	1869	1865	2500	39253
549	6970025800029	Animate vit E cap				9	0	3		1050	1050	2000	3150
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
550	8003670594192	ankle dressing bandage L					0					10000	
551	8906008301267	Ankle Grip Flamingo					0					7000	
552	10002795100840100000	ankle grip رباط مفصل كاحل فلامنكو				2	0			5938	5938	8000	
553	10002215	ANKLE SUPPORT JM				5	0	4		507	507	2000	2028
554	6952430068270	ANKLE SUPPORT NEOPRNE / SH				5	0			1296	1296	3000	
555	8699664708258	ankle support/ good				2	0			667	667	1500	
556	1001607922	Anobliss cream					0					8500	
557	UANO01	Anorol tablet					10					1500	
558	8699569700081	antepsin susp 1gm/5ml					0					15000	
